question	answer	final_QT	final_AS
انا صيدلي، لكن مريض ثنائي القطب. صرف لي الطبيب تجريتول ( كاربامازيبين)، كما لدي مشاكل في المعدة و لازم اتناول ايزوميبرازول. المشكل هو هناك تداخل دوائي بين كاربامازيبين و ايزوميبرازول،حيث كاربامازيبين يقلل من ايزوميبرازول في الدم.، و ضروري لازم اتناول دواء المعدة حثى 3 اشهر...ما العمل ؟ شكرا	اذا كانت حالة المريض مستقرة حاليا،من الممكن اعتبار جرعة التغريتول جرعة صيانة،لاتعد نقص التراكيز المصلية للكاربامازبين بنسبة معينة مشكلة تستدعي تبديل الدواء اذا وجد في التاريخ المرضي قصة نكسات متعددة للمرض يفضل الذهاب الى مثبتات مزاج أخرى مثال فالبروات الصوديوم	['B']	['1']
لدي شك انني مصاب بانفصام الشخصية و بدأ الامر معي عام 2014 . اعاني من الادمان على تدخين الحشيش منذ عام 2005 الى يومنا هذا و قد حاولت بكل الطرق الطبية و لم انجح . اريد فقط التأكد من حالتي.	تناول الحشيش لفتره طويله يؤدى الى ذهان عقاقيرى	['B']	['1']
حزن الرغبه فنوم لفتره طويله لا اريد التكلم والحديث	حاولي تحديد سبب حزنك ومعالجته، وان كانت حالتك تؤثر على حياتك اليومية تابعي جلسات علاج نفسي	['E']	['1']
عادي لو اخذ حبوب مضاده لاكتئاب بدون وصفه او حبوب ترفع هرمون السعاده او تخليني نشيطه اكثر	يجب المتابعة مع معالج نفسي لمعالجة الأسباب النفسية الكامنة التي تؤدي إلى حالة الإكتئاب، وإذا كانت حالتك تحتاج أيضا إلى العلاج الدوائي مع العلاج النفسي يتم تحويلكِ إلى طبيب نفسي وهو من يحدد الدواء.	['B']	['2']
احس بخمول وتعب، وابكي كثيرا على أمور انا اتخيلها، احس بشعور سيء ما اعرف مصدره يخليني احيانا افكر ان مافي حل غير قتل نفسي، من عمر ١٣ انا هكذا، ظنيت اني تجاوزت الأمر بس رجع	أنت لم تتجاوز الأمر لأنك لم تتجاوز الأحداث أو الصدمات التي مررت بها، إن كنت غير قادر على تجاوزها بمفردك وهي تؤثر بشكل دائم على حياتك لا بد من المتابعة مع معالج نفسي	['B']	['1']
صديقه لي تعاني من الاكتئاب حاولت الانتحار قبل٣ اشهر وتناولت ١٠٠ حبة تقريبا من دواء انديرال جرعة ٤٠ واحسّت بتعب عادي فترتها والان هي ندمت على ذلك هل سيكون هناك اثار او اضرار	جرعه زياده من الدواء يجب مراجعه قسم السموم	['B']	['2']
مشكلتي يا طبيب انو عندي هوس بالتفكير ، بدو يطق راسي من التفكير وكمان دوم بضل لحالي وبغرفتي ، ممكن تقلي شو العلاج ؟	يمكن اتباع طريقةٍ لوقف التفكير السلبي، وهي أنّه عندما تداهم الفرد أفكار سلبية عليه أن يقوم بوضع شريطٍ مطاطي حول معصم اليد، ويقول لنفسه توقفي، وبعد فترةٍ من الوقت سيتفاجأ الفرد من توقف هذه الأفكار، وبعد ذلك لا بدّ من تخيل الأفكار الممتعة، أو تصور المشهد الذي يُشعر الذات بالهدوء، مثل: التفكير في التحدث مع من تحب او الخروج برحلة ممتعة ، وغيرها من الأفكار الإيجابية، وهذا بالفعل سيمنع استمرارية التفكير السلبي.	['B']	['1']
مشكلتي اني كل ماروح مكان او جالسه مع اهلي احس اني قد جلست معاهم و احس اني قبل كذا جيت هذا المكان ومهو غريب عليه يعني كل ماشوف شي احس اني قد عيشتو	"هذه حالة مشهورةاسمها (رايتك من قبل) deja vuوهي منتشرة بين الشباببسبب زيادة حيوية أحد فصي المخ أكثر من الآخرفتصل المعلومة في أحدهما قبل الآخروعندما تصل الآخر يقول ... ""سبق ان مرت بي""وتختفي هذه الحالة عند تقليل التوتر والعصبية وعدم التفكير فيها"	['A']	['1']
عندى 17 سنة وعندى تلعثم من صغرى لما بتكلم لسانى بيتقل والحروف بتكرر كتتير جدا لاكن لما بتكلم لوحدى بتكلم عادى زى اي انسان طبيعي المشكلة دى تعبت منهاا نفسيا وبقيت اخاف اتكلم مع اي حد حتى اقرب الناس ليا	من الضروري مراجعة مختص بالتخاطب والنطق للتشخيص الدقيق والعلاج	['B']	['2']
اشعر بتوتر عند الغضب او الوقوع ف مشكلة مع ارتعاش في أطراف جسدي ولا تحمني رجلي علي الوقوف مع ازدياد نبضات القلب .هل هذا مرض ؟ وما علاجه؟وشكرا	ليس شرطا ان يكون مرض ممكن اعراض مصاحبة للانفعال تحتاج لتقيم لدرجة التوتر والقلق لديك بالاضافة الى تعلم فنيات الاسترخاء وادارة المشاعر ومهارات التعامل مع الضغوط والمشاكل	['B']	['1']
منذ ان كنت طفله الى سن ٢٢ وانا لدي مخاوف شديده من كل شي واشعر بالحزن الشديد والرغبه في البكا والتفكير المفرط في الانتحار وايذاء النفس ، وحتى وانا منعزله بنفسي تكون ضربات قلبي في ازدياد من شده التوتر والقلق ، ولما احد يكلمني يأتيني غضب ليس لدي رغبه للاكل والتهرب الى كثره النوم	الحل الأمثل هوالعلاج النفسي	['B']	['1']
اعاني من حالة من القلق والتوتر والاكتئاب بسبب حادثة حدثت من فترة قصيرة سببت لي انني استيقظ من النوم حزين وخائف واصحبت انفر من الاشياء التي كنت احبها واصبحت افضل الوحدة	توجد علاجات دوائية كثيرة والعلاج النفسي هو الأهم لإزالة الآثار النفسية للحادث	['B']	['1']
١-عندما اغضب كنت أضغط على أسناني كي لا أصرخ في وجه احد ، الأن أصبحت أعض أصابع يدي حتى أجرحها ، أبكي على أشياء لا تستحق البكاء ، لا أستطيع البكاء على الأشياء التي تستحق البكاء	من المفيد التدرب على مهارات التعامل مع الضغوط وادارتها وستتحسن الحالة باذن الله مالم يكن هناك عوامل اخرى	['B']	['1']
لماذا يحدث الي الرجفه عند المواقف الحرجه كمقابله امراة عندا حدث معين مثل حالة شخص يطالبك بشيء او عند المشاكل حذاق هذا الشي معي 4مرات اذا كنت اعاني من رهاب المجتمع ؟ لكن انا اعمل في محل واتعامل مع الناس جميعاً لا احد هذا الشي في العمل اتنمى ان نعرف السبب	اذا كانت الاعراض الموجودة مقتصرة على الرجفة ,دون وجود أعراض أخرى فهذا بعيد عن تسمية الرهاب	['A']	['1']
عمرها 15 منذ قرابة شهرين او اكثر بدأت حالتها تتغير من الهدوء الى العصبية وعدم النوم	هناك العديد من الأسئلة، هل يوجد خلافات في المنزل، هل تعرضت لأي ضغوط أو أي صدمة؟.... يمكنك التواصل مباشرة مع معالج نفسي للمساعدة	['A']	['1']
بقالي اكتر من اسبوعين مش بنام ولا باكل و لو نمت ساعه واحده في اليوم افضل صاحيه ٣ ايام و بحلم با كابوس بيتكرر علي طول اني باذى نفسي لدرجه اني فكرت في كده	أنتي بحاجه لزيارة طبيب نفسي للتقيم وأخذ السيره المرضيه بشكل ادق ولمعرفة تفاصيل اخري مهمه في التشخيص لا تترددي في الاستشاره لان علامات المرض النفسي الحاد بدأت تظهر بقلة الحاجه للنوم تمنياتي بالشفاء العاجل	['A']	['2']
